feature,fold,model_id,asset,version,n,delta_logloss,delta_brier
consec_balance,F5,816,DOGEUSDT_low_vol,25,2000,-1.0440819501559655e-06,-5.158847309431428e-07
hour_sin,F5,816,DOGEUSDT_low_vol,25,2000,-9.239658794424344e-05,-4.581611080875514e-05
hour_cos,F5,816,DOGEUSDT_low_vol,25,2000,2.6689481207135362e-05,1.334387870142543e-05
dow_sin,F5,816,DOGEUSDT_low_vol,25,2000,-2.538364566243937e-06,-1.2694474160468427e-06
dow_cos,F5,816,DOGEUSDT_low_vol,25,2000,-1.1253297872437784e-06,-5.599712534128572e-07
strike_gap_pct,F5,816,DOGEUSDT_low_vol,25,2000,,
log_moneyness,F5,816,DOGEUSDT_low_vol,25,2000,,
ret_1,F6,816,DOGEUSDT_low_vol,25,2000,8.079428960872104e-05,4.014989811930899e-05
ret_3,F6,816,DOGEUSDT_low_vol,25,2000,-7.450462671791207e-05,-3.7157736969106736e-05
ret_6,F6,816,DOGEUSDT_low_vol,25,2000,0.00013504215524710408,6.716789870505242e-05
vol_6,F6,816,DOGEUSDT_low_vol,25,2000,-7.664451667225662e-05,-3.816721430564366e-05
vol_24,F6,816,DOGEUSDT_low_vol,25,2000,1.0781132911456362e-05,5.278039841127846e-06
vol_z_1,F6,816,DOGEUSDT_low_vol,25,2000,-0.00013853814916912435,-6.894652334612135e-05
taker_buy_ratio,F6,816,DOGEUSDT_low_vol,25,2000,4.3284107422159046e-05,2.1489980078781556e-05
cvd_1,F6,816,DOGEUSDT_low_vol,25,2000,-9.501503888157773e-06,-4.74061102375319e-06
cvd_6,F6,816,DOGEUSDT_low_vol,25,2000,0.0001385685684556955,6.888662048515348e-05
rsi_14,F6,816,DOGEUSDT_low_vol,25,2000,0.00012967518552346272,6.448347062113872e-05
ema_ratio_9_21,F6,816,DOGEUSDT_low_vol,25,2000,0.00010880049262914267,5.423497824154818e-05
bb_width,F6,816,DOGEUSDT_low_vol,25,2000,-1.9007875241339178e-05,-9.492905971852927e-06
bb_position,F6,816,DOGEUSDT_low_vol,25,2000,0.00021372731740635734,0.00010664659965956928
dist_to_high_24,F6,816,DOGEUSDT_low_vol,25,2000,-5.704374159828015e-05,-2.842357350281895e-05
dist_to_low_24,F6,816,DOGEUSDT_low_vol,25,2000,6.374303804916141e-05,3.1726120201858166e-05
range_1,F6,816,DOGEUSDT_low_vol,25,2000,-0.00035882651143822236,-0.00017903478957076446
range_avg_24,F6,816,DOGEUSDT_low_vol,25,2000,0.00029991393361180246,0.0001492050371225869
consec_balance,F6,816,DOGEUSDT_low_vol,25,2000,-1.8661608451505292e-06,-9.196603994639693e-07
hour_sin,F6,816,DOGEUSDT_low_vol,25,2000,-0.00019470567759753235,-9.688902099893222e-05
hour_cos,F6,816,DOGEUSDT_low_vol,25,2000,0.00031565641734676575,0.00015692937542449714
dow_sin,F6,816,DOGEUSDT_low_vol,25,2000,5.0489861218953415e-05,2.5157394664095573e-05
dow_cos,F6,816,DOGEUSDT_low_vol,25,2000,-4.293940535175326e-06,-2.1412628477546214e-06
strike_gap_pct,F6,816,DOGEUSDT_low_vol,25,2000,,
log_moneyness,F6,816,DOGEUSDT_low_vol,25,2000,,
ret_1,F4,817,DOGEUSDT_mid_vol,25,2000,-9.002439944727492e-06,-4.479452583916466e-06
ret_3,F4,817,DOGEUSDT_mid_vol,25,2000,-5.0457558869602494e-05,-2.5221267616430214e-05
ret_6,F4,817,DOGEUSDT_mid_vol,25,2000,-5.474345606282238e-05,-2.736121954769836e-05
vol_6,F4,817,DOGEUSDT_mid_vol,25,2000,-1.8255288199801416e-05,-9.123182861836554e-06
vol_24,F4,817,DOGEUSDT_mid_vol,25,2000,-1.2232254228231968e-05,-6.112637160456587e-06
vol_z_1,F4,817,DOGEUSDT_mid_vol,25,2000,-6.120239014713776e-05,-3.058670165621372e-05
taker_buy_ratio,F4,817,DOGEUSDT_mid_vol,25,2000,2.3331970547602054e-05,1.1658079358156659e-05
cvd_1,F4,817,DOGEUSDT_mid_vol,25,2000,3.130722023817848e-05,1.5643471670490072e-05
cvd_6,F4,817,DOGEUSDT_mid_vol,25,2000,-1.8588588469814482e-05,-9.28091505166447e-06
rsi_14,F4,817,DOGEUSDT_mid_vol,25,2000,-5.2710756195025375e-05,-2.6345220719795986e-05
ema_ratio_9_21,F4,817,DOGEUSDT_mid_vol,25,2000,0.00019299680773195624,9.6464633425275e-05
bb_width,F4,817,DOGEUSDT_mid_vol,25,2000,-2.1689550559774357e-05,-1.0840026378078349e-05
bb_position,F4,817,DOGEUSDT_mid_vol,25,2000,-3.3632799397313264e-05,-1.6809890260482963e-05
dist_to_high_24,F4,817,DOGEUSDT_mid_vol,25,2000,-3.1731486604957837e-06,-1.5863360411187226e-06
dist_to_low_24,F4,817,DOGEUSDT_mid_vol,25,2000,7.891341733031373e-07,3.961673495367357e-07
range_1,F4,817,DOGEUSDT_mid_vol,25,2000,-1.215049344686451e-05,-6.0718741992834184e-06
range_avg_24,F4,817,DOGEUSDT_mid_vol,25,2000,-3.393145755185382e-06,-1.695816338502058e-06
consec_balance,F4,817,DOGEUSDT_mid_vol,25,2000,4.824963467453536e-05,2.411105287978647e-05
hour_sin,F4,817,DOGEUSDT_mid_vol,25,2000,-1.1023674085971122e-05,-5.5065494533601544e-06
hour_cos,F4,817,DOGEUSDT_mid_vol,25,2000,-4.374127677823451e-05,-2.1858018664278056e-05
dow_sin,F4,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
dow_cos,F4,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
strike_gap_pct,F4,817,DOGEUSDT_mid_vol,25,2000,,
log_moneyness,F4,817,DOGEUSDT_mid_vol,25,2000,,
ret_1,F5,817,DOGEUSDT_mid_vol,25,2000,-3.157483981815664e-05,-1.5802711811822395e-05
ret_3,F5,817,DOGEUSDT_mid_vol,25,2000,-5.304273896859316e-05,-2.6503308024616867e-05
ret_6,F5,817,DOGEUSDT_mid_vol,25,2000,-2.986591375886416e-05,-1.4920486984722666e-05
vol_6,F5,817,DOGEUSDT_mid_vol,25,2000,-5.287865807261186e-05,-2.6423286963117576e-05
vol_24,F5,817,DOGEUSDT_mid_vol,25,2000,-4.864478917935659e-06,-2.429330101046586e-06
vol_z_1,F5,817,DOGEUSDT_mid_vol,25,2000,-1.8457110827929668e-05,-9.226653078101924e-06
taker_buy_ratio,F5,817,DOGEUSDT_mid_vol,25,2000,-2.0196212073201696e-05,-1.0089600590272122e-05
cvd_1,F5,817,DOGEUSDT_mid_vol,25,2000,-5.1916568116020896e-06,-2.593976969093396e-06
cvd_6,F5,817,DOGEUSDT_mid_vol,25,2000,-6.419584251301143e-05,-3.207835278408918e-05
rsi_14,F5,817,DOGEUSDT_mid_vol,25,2000,-6.213467608392105e-06,-3.1069744512353856e-06
ema_ratio_9_21,F5,817,DOGEUSDT_mid_vol,25,2000,-1.83120178362343e-05,-9.15524910320246e-06
bb_width,F5,817,DOGEUSDT_mid_vol,25,2000,-1.0148600114538256e-05,-5.068306948852186e-06
bb_position,F5,817,DOGEUSDT_mid_vol,25,2000,-5.978012561043873e-06,-2.9866057077258348e-06
dist_to_high_24,F5,817,DOGEUSDT_mid_vol,25,2000,-1.0060525709583898e-05,-5.031068827932028e-06
dist_to_low_24,F5,817,DOGEUSDT_mid_vol,25,2000,-0.00010819487412698041,-5.407671595638227e-05
range_1,F5,817,DOGEUSDT_mid_vol,25,2000,-3.29751111546317e-05,-1.6476420502231637e-05
range_avg_24,F5,817,DOGEUSDT_mid_vol,25,2000,-8.71433260925721e-06,-4.354771879877539e-06
consec_balance,F5,817,DOGEUSDT_mid_vol,25,2000,0.00013453102741981896,6.72217875690162e-05
hour_sin,F5,817,DOGEUSDT_mid_vol,25,2000,-4.456753872309852e-05,-2.2269838178934354e-05
hour_cos,F5,817,DOGEUSDT_mid_vol,25,2000,-0.00011562145775356747,-5.7774771686798974e-05
dow_sin,F5,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
dow_cos,F5,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
strike_gap_pct,F5,817,DOGEUSDT_mid_vol,25,2000,,
log_moneyness,F5,817,DOGEUSDT_mid_vol,25,2000,,
ret_1,F6,817,DOGEUSDT_mid_vol,25,2000,-0.00019199041391759764,-9.595116911674066e-05
ret_3,F6,817,DOGEUSDT_mid_vol,25,2000,-7.090852630990223e-08,-3.838753117231993e-08
ret_6,F6,817,DOGEUSDT_mid_vol,25,2000,-3.6216874434521117e-05,-1.8099074129362958e-05
vol_6,F6,817,DOGEUSDT_mid_vol,25,2000,-4.3855317702345964e-05,-2.1911472044444658e-05
vol_24,F6,817,DOGEUSDT_mid_vol,25,2000,-5.436170281784373e-05,-2.7163075621265225e-05
vol_z_1,F6,817,DOGEUSDT_mid_vol,25,2000,1.2034182133358051e-05,6.013023325239046e-06
taker_buy_ratio,F6,817,DOGEUSDT_mid_vol,25,2000,2.2040503751356393e-05,1.1010302805684416e-05
cvd_1,F6,817,DOGEUSDT_mid_vol,25,2000,1.0444459705549747e-05,5.214788163399042e-06
cvd_6,F6,817,DOGEUSDT_mid_vol,25,2000,4.294362832997963e-05,2.1458824840817996e-05
rsi_14,F6,817,DOGEUSDT_mid_vol,25,2000,6.92769273724636e-06,3.4646457750531212e-06
ema_ratio_9_21,F6,817,DOGEUSDT_mid_vol,25,2000,-9.380311888732933e-05,-4.687920542538008e-05
bb_width,F6,817,DOGEUSDT_mid_vol,25,2000,-4.266739810317628e-06,-2.133158301997895e-06
bb_position,F6,817,DOGEUSDT_mid_vol,25,2000,2.5809063761594864e-05,1.2899146768737454e-05
dist_to_high_24,F6,817,DOGEUSDT_mid_vol,25,2000,-8.053050069212198e-05,-4.024602966989921e-05
dist_to_low_24,F6,817,DOGEUSDT_mid_vol,25,2000,3.5806957404016515e-05,1.7897828831473877e-05
range_1,F6,817,DOGEUSDT_mid_vol,25,2000,1.9980602809499537e-05,9.982308393589415e-06
range_avg_24,F6,817,DOGEUSDT_mid_vol,25,2000,0.0001019375553175476,5.0944955944746496e-05
consec_balance,F6,817,DOGEUSDT_mid_vol,25,2000,5.6757580643977214e-05,2.8363149582544267e-05
hour_sin,F6,817,DOGEUSDT_mid_vol,25,2000,0.00010066226019892859,5.030495521342789e-05
hour_cos,F6,817,DOGEUSDT_mid_vol,25,2000,8.288932837393255e-05,4.14180784877316e-05
dow_sin,F6,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
dow_cos,F6,817,DOGEUSDT_mid_vol,25,2000,0.0,0.0
strike_gap_pct,F6,817,DOGEUSDT_mid_vol,25,2000,,
log_moneyness,F6,817,DOGEUSDT_mid_vol,25,2000,,
ret_1,F5,1019,SOLUSDT_low_vol,27,2000,4.876377062146275e-07,2.4320970493096894e-07
ret_3,F5,1019,SOLUSDT_low_vol,27,2000,-1.8126899270498598e-07,-9.040970464872326e-08
ret_6,F5,1019,SOLUSDT_low_vol,27,2000,-3.049507569204598e-06,-1.5209704068985808e-06
vol_6,F5,1019,SOLUSDT_low_vol,27,2000,9.916033720062482e-08,4.9457320868325404e-08
vol_24,F5,1019,SOLUSDT_low_vol,27,2000,1.9143727873297914e-07,9.548109736190469e-08
vol_z_1,F5,1019,SOLUSDT_low_vol,27,2000,5.443490949108565e-07,2.715020412935587e-07
taker_buy_ratio,F5,1019,SOLUSDT_low_vol,27,2000,1.1409812813445441e-06,5.690809204428326e-07
cvd_1,F5,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
cvd_6,F5,1019,SOLUSDT_low_vol,27,2000,-1.0379169497568934e-06,-5.176746199116641e-07
rsi_14,F5,1019,SOLUSDT_low_vol,27,2000,-3.343895315569926e-06,-1.6678034450342178e-06
ema_ratio_9_21,F5,1019,SOLUSDT_low_vol,27,2000,-2.0727674750660915e-07,-1.0338136717062223e-07
bb_width,F5,1019,SOLUSDT_low_vol,27,2000,-4.0200342625122215e-07,-2.0050354621048427e-07
bb_position,F5,1019,SOLUSDT_low_vol,27,2000,7.42272933488645e-07,3.7021840609829937e-07
dist_to_high_24,F5,1019,SOLUSDT_low_vol,27,2000,-4.189597737254876e-07,-2.0895993900020096e-07
dist_to_low_24,F5,1019,SOLUSDT_low_vol,27,2000,-2.1935857932309233e-06,-1.0940750965933905e-06
range_1,F5,1019,SOLUSDT_low_vol,27,2000,-4.226538821520502e-07,-2.1080385714800087e-07
range_avg_24,F5,1019,SOLUSDT_low_vol,27,2000,-5.057160860448088e-08,-2.522315880234179e-08
consec_balance,F5,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
hour_sin,F5,1019,SOLUSDT_low_vol,27,2000,1.2184554612678273e-06,6.07717946447354e-07
hour_cos,F5,1019,SOLUSDT_low_vol,27,2000,-4.4543603542705296e-07,-2.22165861577898e-07
dow_sin,F5,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
dow_cos,F5,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
strike_gap_pct,F5,1019,SOLUSDT_low_vol,27,2000,,
log_moneyness,F5,1019,SOLUSDT_low_vol,27,2000,,
ret_1,F6,1019,SOLUSDT_low_vol,27,2000,2.7116214691425e-06,1.352450419989104e-06
ret_3,F6,1019,SOLUSDT_low_vol,27,2000,-1.1192228407027234e-07,-5.582239185712249e-08
ret_6,F6,1019,SOLUSDT_low_vol,27,2000,4.928881122875003e-07,2.458336705868369e-07
vol_6,F6,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
vol_24,F6,1019,SOLUSDT_low_vol,27,2000,8.363801762648985e-07,4.171555775441445e-07
vol_z_1,F6,1019,SOLUSDT_low_vol,27,2000,-5.359826442304557e-07,-2.673268247506873e-07
taker_buy_ratio,F6,1019,SOLUSDT_low_vol,27,2000,7.897460520360037e-07,3.9389698612094887e-07
cvd_1,F6,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
cvd_6,F6,1019,SOLUSDT_low_vol,27,2000,-5.172602279094699e-07,-2.5798948483091166e-07
rsi_14,F6,1019,SOLUSDT_low_vol,27,2000,-7.038227351670774e-06,-3.5104012023149758e-06
ema_ratio_9_21,F6,1019,SOLUSDT_low_vol,27,2000,9.052739106489109e-08,4.515279925880004e-08
bb_width,F6,1019,SOLUSDT_low_vol,27,2000,8.715334126237669e-07,4.346870838833894e-07
bb_position,F6,1019,SOLUSDT_low_vol,27,2000,-6.285887163374563e-07,-3.135175948669004e-07
dist_to_high_24,F6,1019,SOLUSDT_low_vol,27,2000,-1.7153021003579738e-08,-8.555031424014222e-09
dist_to_low_24,F6,1019,SOLUSDT_low_vol,27,2000,-2.1789438076439773e-06,-1.0867745070900863e-06
range_1,F6,1019,SOLUSDT_low_vol,27,2000,1.943248087998839e-07,9.692271966491954e-08
range_avg_24,F6,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
consec_balance,F6,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
hour_sin,F6,1019,SOLUSDT_low_vol,27,2000,1.0840146664747863e-06,5.406641068739226e-07
hour_cos,F6,1019,SOLUSDT_low_vol,27,2000,2.5092627923643346e-07,1.2515180641825552e-07
dow_sin,F6,1019,SOLUSDT_low_vol,27,2000,-1.504625989356967e-07,-7.504446910185554e-08
dow_cos,F6,1019,SOLUSDT_low_vol,27,2000,0.0,0.0
strike_gap_pct,F6,1019,SOLUSDT_low_vol,27,2000,,
log_moneyness,F6,1019,SOLUSDT_low_vol,27,2000,,
ret_1,F5,1024,ETHUSDT_high_vol,33,783,0.004516093359952696,0.00180903937525743
ret_3,F5,1024,ETHUSDT_high_vol,33,783,-0.0007230801062328984,-0.0002913607455561536
ret_6,F5,1024,ETHUSDT_high_vol,33,783,0.0009132535838397201,0.00036441339508771115
vol_6,F5,1024,ETHUSDT_high_vol,33,783,0.00028799592973568117,0.00011299391029488219
vol_24,F5,1024,ETHUSDT_high_vol,33,783,-2.2852933988848356e-05,-8.827850929982173e-06
vol_z_1,F5,1024,ETHUSDT_high_vol,33,783,-0.0004286684182730112,-0.00017304140535591891
taker_buy_ratio,F5,1024,ETHUSDT_high_vol,33,783,-0.00035981977738142046,-0.0001199537831147457
cvd_1,F5,1024,ETHUSDT_high_vol,33,783,0.0,0.0
cvd_6,F5,1024,ETHUSDT_high_vol,33,783,7.98318029989383e-06,-6.986893163899814e-06
rsi_14,F5,1024,ETHUSDT_high_vol,33,783,0.0007494039545095088,0.00030136914883494015
ema_ratio_9_21,F5,1024,ETHUSDT_high_vol,33,783,0.001043607358291306,0.000415224734551393
bb_width,F5,1024,ETHUSDT_high_vol,33,783,-0.001035672730851996,-0.0004155862158979155
bb_position,F5,1024,ETHUSDT_high_vol,33,783,0.0020179543304138514,0.0008267886656912471
dist_to_high_24,F5,1024,ETHUSDT_high_vol,33,783,0.001149698951441717,0.000467135079900427
dist_to_low_24,F5,1024,ETHUSDT_high_vol,33,783,0.0008807944653290711,0.00036396091991501106
range_1,F5,1024,ETHUSDT_high_vol,33,783,-0.0005448202965477508,-0.0002182468916922161
range_avg_24,F5,1024,ETHUSDT_high_vol,33,783,-0.0008032630599269138,-0.0002747324337316985
consec_balance,F5,1024,ETHUSDT_high_vol,33,783,-0.00013287094754784365,-4.5844532906939385e-05
hour_sin,F5,1024,ETHUSDT_high_vol,33,783,-0.0013837623767452383,-0.000555926433898087
hour_cos,F5,1024,ETHUSDT_high_vol,33,783,0.0003575294064263046,0.00014067069781433425
dow_sin,F5,1024,ETHUSDT_high_vol,33,783,0.0,0.0
dow_cos,F5,1024,ETHUSDT_high_vol,33,783,0.0,0.0
strike_gap_pct,F5,1024,ETHUSDT_high_vol,33,783,,
log_moneyness,F5,1024,ETHUSDT_high_vol,33,783,,
ret_1,F6,1024,ETHUSDT_high_vol,33,973,0.0026094270835724056,0.0010975532290059542
ret_3,F6,1024,ETHUSDT_high_vol,33,973,0.0006905661253354678,0.00027009649728952184
ret_6,F6,1024,ETHUSDT_high_vol,33,973,0.001181338506447897,0.00047050389574878243
vol_6,F6,1024,ETHUSDT_high_vol,33,973,0.0006271005638674628,0.0002562246625085011
vol_24,F6,1024,ETHUSDT_high_vol,33,973,-0.0003036148904398776,-0.00011873673797113682
vol_z_1,F6,1024,ETHUSDT_high_vol,33,973,8.244678903594298e-05,3.4372471936975714e-05
taker_buy_ratio,F6,1024,ETHUSDT_high_vol,33,973,0.0011289571738526776,0.00047784755045660043
cvd_1,F6,1024,ETHUSDT_high_vol,33,973,0.0,0.0
cvd_6,F6,1024,ETHUSDT_high_vol,33,973,0.0009416195386179697,0.00037447649828239077
rsi_14,F6,1024,ETHUSDT_high_vol,33,973,-0.0004976415196898213,-0.00019721960435736818
ema_ratio_9_21,F6,1024,ETHUSDT_high_vol,33,973,-0.0008421793403692682,-0.0003279693336726841
bb_width,F6,1024,ETHUSDT_high_vol,33,973,-0.00011866245530019655,-5.148757307282814e-05
bb_position,F6,1024,ETHUSDT_high_vol,33,973,0.00014818735646245548,8.374346550375315e-05
dist_to_high_24,F6,1024,ETHUSDT_high_vol,33,973,-0.0005560859120041043,-0.000196815614996478
dist_to_low_24,F6,1024,ETHUSDT_high_vol,33,973,9.633664787807768e-05,3.732310532185886e-05
range_1,F6,1024,ETHUSDT_high_vol,33,973,0.0,0.0
range_avg_24,F6,1024,ETHUSDT_high_vol,33,973,0.0007211923274829483,0.0002873661709876796
consec_balance,F6,1024,ETHUSDT_high_vol,33,973,0.0005499406529056264,0.00021794068557673407
hour_sin,F6,1024,ETHUSDT_high_vol,33,973,0.001957600509805498,0.0007902262322687462
hour_cos,F6,1024,ETHUSDT_high_vol,33,973,-0.00015092866073192676,-6.217118800677657e-05
dow_sin,F6,1024,ETHUSDT_high_vol,33,973,0.0,0.0
dow_cos,F6,1024,ETHUSDT_high_vol,33,973,0.0,0.0
strike_gap_pct,F6,1024,ETHUSDT_high_vol,33,973,,
log_moneyness,F6,1024,ETHUSDT_high_vol,33,973,,
