feature,target_cohort,fold,n_train,n_val,auc,logloss,p_perm,p_holm
log_time_left,contract,F4,351167,114210,0.5,0.6957599183007951,,
mid_price,contract,F4,351167,114210,0.8059264867482239,0.5284470195883766,,
pm_best_ask,contract,F4,351167,114210,0.8024786877442958,0.5334126301491544,,
pm_best_bid,contract,F4,351167,114210,0.8024216908329717,0.5361696167158222,,
pm_momentum_5m,contract,F4,351167,114210,0.6260423313572138,0.6772989906336542,,
pm_quote_pressure,contract,F4,351167,114210,0.8059262418800148,0.5284470195883766,,
pm_spread_pct,contract,F4,351167,114210,0.7089930457118693,0.6981216122623926,,
pm_volume_5m,contract,F4,351167,114210,0.5,0.6957599183007951,,
price_deviation,contract,F4,351167,114210,0.47311338932435587,0.6959692544383824,,
price_deviation_sq,contract,F4,351167,114210,0.47311032340867765,0.6959898444110737,,
price_distance_from_max,contract,F4,351167,114210,0.7461273111569475,0.5898212349049083,,
price_momentum,contract,F4,350187,113894,0.6960784665483529,0.644115743755244,,
price_velocity,contract,F4,351167,114210,0.6260423313572138,0.6772989906336542,,
price_velocity_lag1,contract,F4,351167,114210,0.6158978412826492,0.6801401134019279,,
range_1,contract,F4,351167,114210,0.5162923691975605,0.709744142878736,,
range_avg_24,contract,F4,351167,114210,0.5233224549322202,0.69485815183605,,
ret_1,contract,F4,351167,114210,0.4945373908506594,0.715601097480722,,
ret_12,contract,F4,351167,114210,0.513301870626282,0.6986867357418399,,
ret_24,contract,F4,351167,114210,0.49020358655587604,0.7081945370495574,,
ret_3,contract,F4,351167,114210,0.5041492470028397,0.7247097589397152,,
ret_48,contract,F4,351167,114210,0.5005326550951993,0.7292146767354678,,
ret_6,contract,F4,351167,114210,0.49703373325529393,0.7054429989583969,,
rsi_14,contract,F4,351167,114210,0.517792842875319,0.6961930528745472,,
signed_body_pct,contract,F4,351167,114210,0.4941362497757289,0.715531425111946,,
signed_trend_efficiency_6,contract,F4,351167,114210,0.503510718166425,0.6968658941686487,,
spread,contract,F4,351167,114210,0.487531363264118,0.6957426738153238,,
spread_pct,contract,F4,351167,114210,0.7089930457118693,0.6981240196121579,,
spread_trend,contract,F4,349203,113584,0.5097970070442509,0.6957812124048269,,
strike_gap_pct,contract,F4,0,0,,,,
taker_buy_ratio,contract,F4,351167,114210,0.49910664666833116,0.6965356960738066,,
time_left_min,contract,F4,351167,114210,0.5,0.6957599183007951,,
time_phase,contract,F4,351167,114210,0.5,0.6957599183007951,,
up_ratio_4,contract,F4,351167,114210,0.493855182496749,0.6979019555352503,,
velocity_x_phase,contract,F4,351167,114210,0.6260423313572138,0.6772989906336542,,
vol_24,contract,F4,351167,114210,0.520037257931562,0.6999185527890989,,
vol_48,contract,F4,351167,114210,0.5182285600778208,0.6980602474683887,,
vol_6,contract,F4,351167,114210,0.5217722381802667,0.6955697394790666,,
vol_ratio,contract,F4,351167,114210,0.500544290324213,0.6959275616592114,,
vol_trend,contract,F4,351167,114210,0.49687902625722696,0.6959199012458286,,
vol_z_1,contract,F4,351167,114210,0.49065777749980766,0.695950367666997,,
vol_z_6,contract,F4,351167,114210,0.5044510300402543,0.6956982451723603,,
volume_5min,contract,F4,351167,114210,0.5,0.6957599183007951,,
volume_trend,contract,F4,350187,113894,0.5,0.695698209482392,,
alternation_rate_6,native,F5,458863,104892,0.4820859120848551,0.5929470980453102,,
bb_position,native,F5,458863,104892,0.5040036155745465,0.5925350693451717,,
bb_width,native,F5,458863,104892,0.477537925742181,0.592807535541887,,
body_to_range,native,F5,458863,104892,0.4964741491586533,0.5925303753456411,,
consec_balance,native,F5,458863,104892,0.5150533348076399,0.5925074797109632,,
consec_down,native,F5,458863,104892,0.5034123130145985,0.5926872943995719,,
consec_up,native,F5,458863,104892,0.4977326297763737,0.5929200320574849,,
consecutive_down,native,F5,458863,104892,0.5015534425575834,0.5930003682392536,,
consecutive_up,native,F5,458863,104892,0.5020175570697883,0.5927831518868725,,
cvd_1,native,F5,458863,104892,0.5162266616602296,0.5922658486487818,,
cvd_6,native,F5,458863,104892,0.5235717253635569,0.5922268434071534,,
cvd_trend,native,F5,458863,104892,0.5072365378431103,0.5925200075815713,,
day_of_week,native,F5,458863,104892,0.49396142239266105,0.5926247832783583,,
dev_sq_x_phase,native,F5,458863,104892,0.7232516453916338,0.5160822344871749,,
deviation_x_time,native,F5,458863,104892,0.5,0.5925088734940285,,
direction_lag_1,native,F5,458863,104892,0.5046313690669761,0.5926914745479133,,
direction_lag_2,native,F5,458863,104892,0.5063834666442759,0.5925033201522857,,
direction_lag_3,native,F5,458863,104892,0.5144075851022469,0.5922345239209625,,
dist_to_high_24,native,F5,458863,104892,0.4893099783690694,0.5927127775494619,,
dist_to_high_96,native,F5,458863,104892,0.5092087806491263,0.59220995080808,,
dist_to_low_24,native,F5,458863,104892,0.4841162269697243,0.592774326897756,,
dist_to_low_96,native,F5,458863,104892,0.47906581609744014,0.5928852084905981,,
dow,native,F5,458863,104892,0.49396142239266105,0.5926247832783583,,
dow_cos,native,F5,458863,104892,0.5101686680724612,0.592483546750335,,
dow_sin,native,F5,458863,104892,0.5007879388866,0.5925606312526,,
ema_ratio_9_21,native,F5,458863,104892,0.4839134828661927,0.5925609636174832,,
funding_extreme,native,F5,0,0,,,,
funding_rate,native,F5,0,0,,,,
funding_rate_ma3,native,F5,0,0,,,,
high_price_final,native,F5,458863,104892,0.7232250046030921,0.5207178040681237,,
hour_cos,native,F5,458863,104892,0.4989358105754545,0.5928952148627354,,
hour_of_day,native,F5,458863,104892,0.4893544501185813,0.5931857265646938,,
hour_sin,native,F5,458863,104892,0.4936589263615838,0.5926078174300091,,
hour_utc,native,F5,458863,104892,0.4893544501185813,0.5931857265646938,,
is_final_phase,native,F5,458863,104892,0.5,0.5925088734940285,,
log_moneyness,native,F5,0,0,,,,
log_time_left,native,F5,458863,104892,0.5,0.5925088734940285,,
mid_price,native,F5,458863,104892,0.49142018514276153,0.5927910687107757,,
pm_best_ask,native,F5,458863,104892,0.49220864032896317,0.5928116678532791,,
pm_best_bid,native,F5,458863,104892,0.4909270745496039,0.5927654035578419,,
pm_momentum_5m,native,F5,458863,104892,0.49700823276445066,0.5925390184105597,,
pm_quote_pressure,native,F5,458863,104892,0.4914192369755875,0.5927910687107757,,
pm_spread_pct,native,F5,458863,104892,0.5329808726999028,0.5796492808237403,,
pm_volume_5m,native,F5,458863,104892,0.5,0.5925088734940285,,
price_deviation,native,F5,458863,104892,0.7232250046030921,0.5207178040681237,,
price_deviation_sq,native,F5,458863,104892,0.7232516453916338,0.5160822344871749,,
price_distance_from_max,native,F5,458863,104892,0.5443267720419239,0.5831792803120751,,
price_momentum,native,F5,457573,104638,0.4986791518848866,0.5925504762159831,,
price_velocity,native,F5,458863,104892,0.49700823276445066,0.5925390184105597,,
price_velocity_lag1,native,F5,458863,104892,0.5024234836912923,0.5924949375406232,,
range_1,native,F5,458863,104892,0.5225776894736947,0.5924957951143964,,
range_avg_24,native,F5,458863,104892,0.47440695153694123,0.5929261679726306,,
ret_1,native,F5,458863,104892,0.4996642440704899,0.5928358953492772,,
ret_12,native,F5,458863,104892,0.5130097984087909,0.5923117037300021,,
ret_24,native,F5,458863,104892,0.4921238719260625,0.5927364459196939,,
ret_3,native,F5,458863,104892,0.49174491117898833,0.5925321790982903,,
ret_48,native,F5,458863,104892,0.47797372188720844,0.5927522104058507,,
ret_6,native,F5,458863,104892,0.5032151773199015,0.592507813213841,,
rsi_14,native,F5,458863,104892,0.5152681296644455,0.5922366062376158,,
signed_body_pct,native,F5,458863,104892,0.4997410995668151,0.5928474459097919,,
signed_trend_efficiency_6,native,F5,458863,104892,0.5007022968153747,0.5928664852229443,,
spread,native,F5,458863,104892,0.5129621101150182,0.5920124843163661,,
spread_pct,native,F5,458863,104892,0.5329808726999028,0.5796497389169649,,
spread_trend,native,F5,456279,104437,0.5388672696106787,0.5918081337723236,,
strike_gap_pct,native,F5,0,0,,,,
taker_buy_ratio,native,F5,458863,104892,0.5162266616602296,0.592265848648781,,
time_left_min,native,F5,458863,104892,0.5,0.5925088734940285,,
time_phase,native,F5,458863,104892,0.5,0.5925088734940285,,
up_ratio_4,native,F5,458863,104892,0.48829042888083224,0.5925564571819717,,
velocity_x_phase,native,F5,458863,104892,0.49700823276445066,0.5925390184105597,,
vol_24,native,F5,458863,104892,0.4769318864068075,0.5929241326367647,,
vol_48,native,F5,458863,104892,0.47427861146608163,0.5929038286075593,,
vol_6,native,F5,458863,104892,0.4809730223109556,0.5927916645263922,,
vol_ratio,native,F5,458863,104892,0.49950308861099896,0.5925140090199574,,
vol_trend,native,F5,458863,104892,0.5011629378751652,0.592550872623748,,
vol_z_1,native,F5,458863,104892,0.5053789085820768,0.5925217402095174,,
vol_z_6,native,F5,458863,104892,0.5045715898357016,0.5925141375164175,,
volume_5min,native,F5,458863,104892,0.5,0.5925088734940285,,
volume_trend,native,F5,457573,104638,0.5,0.5924952672985417,,
alternation_rate_6,contract,F5,465377,106354,0.5292896290622001,0.69357594382763,0.004975124378109453,0.3681592039800995
bb_position,contract,F5,465377,106354,0.552934361871837,0.6915759740787291,0.004975124378109453,0.36318407960199006
bb_width,contract,F5,465377,106354,0.4727687927393715,0.6943697344260891,0.9502487562189055,1.0
body_to_range,contract,F5,465377,106354,0.491777547589461,0.6951924457362233,0.9900497512437811,1.0
consec_balance,contract,F5,465377,106354,0.5466057312749985,0.692262204600446,0.004975124378109453,0.3582089552238806
consec_down,contract,F5,465377,106354,0.5071984214064907,0.6937885438591084,0.004975124378109453,0.35323383084577115
consec_up,contract,F5,465377,106354,0.5116377915899138,0.6932382111960567,0.004975124378109453,0.34825870646766166
consecutive_down,contract,F5,465377,106354,0.49965410459892956,0.6939379835183833,0.029850746268656716,0.9253731343283582
consecutive_up,contract,F5,465377,106354,0.5059289941760567,0.6937350001793267,0.3034825870646766,1.0
cvd_1,contract,F5,465377,106354,0.5087416428250917,0.6941620990292182,0.004975124378109453,0.34328358208955223
cvd_6,contract,F5,465377,106354,0.4655022030323732,0.694745324963117,1.0,1.0
cvd_trend,contract,F5,465377,106354,0.5104972340858095,0.6937859368632093,0.004975124378109453,0.3383084577114428
day_of_week,contract,F5,465377,106354,0.5284953284192802,0.6925217934828153,1.0,1.0
dev_sq_x_phase,contract,F5,465377,106354,0.5078439322278994,0.6939444426894187,0.014925373134328358,0.5074626865671642
deviation_x_time,contract,F5,465377,106354,0.5,0.6940473896022111,1.0,1.0
direction_lag_1,contract,F5,465377,106354,0.4961552831645659,0.694111655452677,0.6865671641791045,1.0
direction_lag_2,contract,F5,465377,106354,0.5269934252163033,0.6930891983068602,0.004975124378109453,0.3333333333333333
direction_lag_3,contract,F5,465377,106354,0.5230959608459529,0.6931985479631259,0.004975124378109453,0.3283582089552239
dist_to_high_24,contract,F5,465377,106354,0.5147687981796645,0.6938291807323343,0.004975124378109453,0.3233830845771144
dist_to_high_96,contract,F5,465377,106354,0.5089399272173322,0.6933622823614751,0.004975124378109453,0.31840796019900497
dist_to_low_24,contract,F5,465377,106354,0.45356322851602954,0.6946373770722084,1.0,1.0
dist_to_low_96,contract,F5,465377,106354,0.44883069419721044,0.6948571352365789,1.0,1.0
dow,contract,F5,465377,106354,0.5284953284192802,0.6925217934828153,1.0,1.0
dow_cos,contract,F5,465377,106354,0.5295726477336993,0.6931374700278214,0.7164179104477612,1.0
dow_sin,contract,F5,465377,106354,0.524251817096334,0.693949919326199,0.736318407960199,1.0
ema_ratio_9_21,contract,F5,465377,106354,0.4854969284097428,0.6941218229421369,0.004975124378109453,0.31343283582089554
funding_extreme,contract,F5,0,0,,,,
funding_rate,contract,F5,0,0,,,,
funding_rate_ma3,contract,F5,0,0,,,,
high_price_final,contract,F5,465377,106354,0.5078482913236979,0.6939933046683139,0.03980099502487562,1.0
hour_cos,contract,F5,465377,106354,0.5344326596976258,0.6925608640670001,0.004975124378109453,0.30845771144278605
hour_of_day,contract,F5,465377,106354,0.5465489924706228,0.6926439923585895,0.004975124378109453,0.3034825870646766
hour_sin,contract,F5,465377,106354,0.5133023030365031,0.6938259521173035,0.014925373134328358,0.4925373134328358
hour_utc,contract,F5,465377,106354,0.5465489924706228,0.6926439923585895,0.004975124378109453,0.29850746268656714
is_final_phase,contract,F5,465377,106354,0.5,0.6940473896022111,1.0,1.0
log_moneyness,contract,F5,0,0,,,,
log_time_left,contract,F5,465377,106354,0.5,0.6940473896022111,1.0,1.0
mid_price,contract,F5,465377,106354,0.8080467080980525,0.523641346807001,0.004975124378109453,0.2935323383084577
pm_best_ask,contract,F5,465377,106354,0.804584077238673,0.5290134263993735,0.004975124378109453,0.2885572139303483
pm_best_bid,contract,F5,465377,106354,0.8079294816669144,0.5247523194491892,0.004975124378109453,0.2835820895522388
pm_momentum_5m,contract,F5,465377,106354,0.6248361594939414,0.6764040787949419,0.004975124378109453,0.27860696517412936
pm_quote_pressure,contract,F5,465377,106354,0.8080464683035737,0.523641346807001,0.004975124378109453,0.2736318407960199
pm_spread_pct,contract,F5,465377,106354,0.7073275582313314,0.6353440033765213,0.004975124378109453,0.26865671641791045
pm_volume_5m,contract,F5,465377,106354,0.5,0.6940473896022111,1.0,1.0
price_deviation,contract,F5,465377,106354,0.5078482913236979,0.6939933046683139,0.014925373134328358,0.47761194029850745
price_deviation_sq,contract,F5,465377,106354,0.5078439322278994,0.6939444426894187,0.004975124378109453,0.263681592039801
price_distance_from_max,contract,F5,465377,106354,0.7391592986090578,0.5928015593590751,0.004975124378109453,0.25870646766169153
price_momentum,contract,F5,464081,106095,0.6922747427280771,0.6443269567996841,0.004975124378109453,0.2537313432835821
price_velocity,contract,F5,465377,106354,0.6248361594939414,0.6764040787949419,0.004975124378109453,0.24875621890547264
price_velocity_lag1,contract,F5,465377,106354,0.6136115521823438,0.67980043510267,0.004975124378109453,0.24378109452736318
range_1,contract,F5,465377,106354,0.4865691098268259,0.6939149022073351,0.004975124378109453,0.23880597014925373
range_avg_24,contract,F5,465377,106354,0.46645883516495307,0.6944974126671396,1.0,1.0
ret_1,contract,F5,465377,106354,0.5002077591035871,0.6938917595446326,0.13930348258706468,1.0
ret_12,contract,F5,465377,106354,0.5302623780009823,0.6935771746158824,0.004975124378109453,0.23383084577114427
ret_24,contract,F5,465377,106354,0.48368805219860644,0.694242463410761,1.0,1.0
ret_3,contract,F5,465377,106354,0.5465893486788982,0.6927249039840272,0.004975124378109453,0.2288557213930348
ret_48,contract,F5,465377,106354,0.5076705724911285,0.6938892547553215,0.004975124378109453,0.22388059701492538
ret_6,contract,F5,465377,106354,0.5582386005350319,0.6934703374372673,0.004975124378109453,0.21890547263681592
rsi_14,contract,F5,465377,106354,0.5310697981959589,0.6932758972316011,0.004975124378109453,0.21393034825870647
signed_body_pct,contract,F5,465377,106354,0.5003401811835233,0.6938851899920393,0.20398009950248755,1.0
signed_trend_efficiency_6,contract,F5,465377,106354,0.5613867564973285,0.6920539241016044,0.004975124378109453,0.208955223880597
spread,contract,F5,465377,106354,0.4851579810360121,0.6941244094383515,1.0,1.0
spread_pct,contract,F5,465377,106354,0.7073275582313314,0.6353445000690855,0.004975124378109453,0.20398009950248755
spread_trend,contract,F5,462787,105891,0.49450343157803966,0.6941220799340245,0.8109452736318408,1.0
strike_gap_pct,contract,F5,0,0,,,,
taker_buy_ratio,contract,F5,465377,106354,0.5087416428250917,0.6941620990292191,0.11442786069651742,1.0
time_left_min,contract,F5,465377,106354,0.5,0.6940473896022111,1.0,1.0
time_phase,contract,F5,465377,106354,0.5,0.6940473896022111,1.0,1.0
up_ratio_4,contract,F5,465377,106354,0.5500164483981104,0.6924901461117348,0.004975124378109453,0.1990049751243781
velocity_x_phase,contract,F5,465377,106354,0.6248361594939414,0.6764040787949419,0.004975124378109453,0.19402985074626866
vol_24,contract,F5,465377,106354,0.4615764282358368,0.694602236622546,1.0,1.0
vol_48,contract,F5,465377,106354,0.46844374280532786,0.6945658401362295,1.0,1.0
vol_6,contract,F5,465377,106354,0.46314874790098,0.6946721851289569,1.0,1.0
vol_ratio,contract,F5,465377,106354,0.5267991315630035,0.6939109745976848,0.004975124378109453,0.1890547263681592
vol_trend,contract,F5,465377,106354,0.5165441204940462,0.6939180801221445,0.004975124378109453,0.18407960199004975
vol_z_1,contract,F5,465377,106354,0.5142750288092994,0.6938202131035744,0.004975124378109453,0.1791044776119403
vol_z_6,contract,F5,465377,106354,0.5217415774025795,0.6936975716697952,0.004975124378109453,0.17412935323383083
volume_5min,contract,F5,465377,106354,0.5,0.6940473896022111,1.0,1.0
volume_trend,contract,F5,464081,106095,0.5,0.694083850879638,1.0,1.0
alternation_rate_6,native,F6,563755,86840,0.5054932313568565,0.5972330256152705,,
bb_position,native,F6,563755,86840,0.5062645952671355,0.5973821771250155,,
bb_width,native,F6,563755,86840,0.47218485691366746,0.5974947806882097,,
body_to_range,native,F6,563755,86840,0.491044073756678,0.5973477078042937,,
consec_balance,native,F6,563755,86840,0.5106910237571594,0.597229650828846,,
consec_down,native,F6,563755,86840,0.5125649745760887,0.5974073033672448,,
consec_up,native,F6,563755,86840,0.5203700400613187,0.5969054194804356,,
consecutive_down,native,F6,563755,86840,0.5156223656246876,0.5973848322705801,,
consecutive_up,native,F6,563755,86840,0.5213491643352506,0.596970831344668,,
cvd_1,native,F6,563755,86840,0.5023200352082229,0.5974164040466483,,
cvd_6,native,F6,563755,86840,0.49612261013170234,0.5976374614916429,,
cvd_trend,native,F6,563755,86840,0.5028341005437504,0.5973005889229429,,
day_of_week,native,F6,563755,86840,0.4960701192450957,0.5973099849178447,,
dev_sq_x_phase,native,F6,563755,86840,0.7292014640257392,0.5164925544130949,,
deviation_x_time,native,F6,563755,86840,0.5,0.5973177009965499,,
direction_lag_1,native,F6,563755,86840,0.5228887768729634,0.5966346725083268,,
direction_lag_2,native,F6,563755,86840,0.5067165667589266,0.597287748727681,,
direction_lag_3,native,F6,563755,86840,0.5028244845519645,0.5973903171879122,,
dist_to_high_24,native,F6,563755,86840,0.4941571882866348,0.5974899695276212,,
dist_to_high_96,native,F6,563755,86840,0.4987399202278125,0.5973219314875077,,
dist_to_low_24,native,F6,563755,86840,0.49511432928692567,0.5973514417234965,,
dist_to_low_96,native,F6,563755,86840,0.5000086220992466,0.5972946078384465,,
dow,native,F6,563755,86840,0.4960701192450957,0.5973099849178447,,
dow_cos,native,F6,563755,86840,0.5139698889312574,0.5972122662587387,,
dow_sin,native,F6,563755,86840,0.5041137743370873,0.5972807046431251,,
ema_ratio_9_21,native,F6,563755,86840,0.4977698015978873,0.5972864216759043,,
funding_extreme,native,F6,0,0,,,,
funding_rate,native,F6,0,0,,,,
funding_rate_ma3,native,F6,0,0,,,,
high_price_final,native,F6,563755,86840,0.7292415348401329,0.5221442552659911,,
hour_cos,native,F6,563755,86840,0.5199517067810592,0.5969526309767195,,
hour_of_day,native,F6,563755,86840,0.5233931454018362,0.5968754989632555,,
hour_sin,native,F6,563755,86840,0.4956303400448993,0.5973587243137959,,
hour_utc,native,F6,563755,86840,0.5233931454018362,0.5968754989632555,,
is_final_phase,native,F6,563755,86840,0.5,0.5973177009965499,,
log_moneyness,native,F6,0,0,,,,
log_time_left,native,F6,563755,86840,0.5,0.5973177009965499,,
mid_price,native,F6,563755,86840,0.49629227117272023,0.5974841530346247,,
pm_best_ask,native,F6,563755,86840,0.4989863557200407,0.597465191361285,,
pm_best_bid,native,F6,563755,86840,0.4933840412353801,0.5974844983396254,,
pm_momentum_5m,native,F6,563755,86840,0.5003913903199133,0.5972935902866034,,
pm_quote_pressure,native,F6,563755,86840,0.49629111988670654,0.5974841530346247,,
pm_spread_pct,native,F6,563755,86840,0.5243709570858832,0.5928210232166359,,
pm_volume_5m,native,F6,563755,86840,0.5,0.5973177009965499,,
price_deviation,native,F6,563755,86840,0.7292415348401329,0.5221442552659911,,
price_deviation_sq,native,F6,563755,86840,0.7292014640257392,0.5164925544130949,,
price_distance_from_max,native,F6,563755,86840,0.5398564288401804,0.586640493753798,,
price_momentum,native,F6,562211,86640,0.5014953232934287,0.5968430266103598,,
price_velocity,native,F6,563755,86840,0.5003913903199133,0.5972935902866034,,
price_velocity_lag1,native,F6,563755,86840,0.4986727444974686,0.5972975239066916,,
range_1,native,F6,563755,86840,0.5214284160228823,0.5972786904715558,,
range_avg_24,native,F6,563755,86840,0.4774882818423971,0.5973894858392628,,
ret_1,native,F6,563755,86840,0.5243715328918233,0.5968821572345664,,
ret_12,native,F6,563755,86840,0.507572064813204,0.5971497570904276,,
ret_24,native,F6,563755,86840,0.49813390907879257,0.5973201518577012,,
ret_3,native,F6,563755,86840,0.49355864175938596,0.5973249704253066,,
ret_48,native,F6,563755,86840,0.5060407195062212,0.5973218688664073,,
ret_6,native,F6,563755,86840,0.49666294518758053,0.5973702301844118,,
rsi_14,native,F6,563755,86840,0.5119151793649743,0.5969632397901381,,
signed_body_pct,native,F6,563755,86840,0.5244558084618421,0.596880854672228,,
signed_trend_efficiency_6,native,F6,563755,86840,0.497420084377488,0.5977125512985957,,
spread,native,F6,563755,86840,0.5295589060396485,0.595244228280846,,
spread_pct,native,F6,563755,86840,0.5243709570858832,0.5928219357767829,,
spread_trend,native,F6,560716,86452,0.5585676044381379,0.5936429062090077,,
strike_gap_pct,native,F6,0,0,,,,
taker_buy_ratio,native,F6,563755,86840,0.5023200352082229,0.597416404046647,,
time_left_min,native,F6,563755,86840,0.5,0.5973177009965499,,
time_phase,native,F6,563755,86840,0.5,0.5973177009965499,,
up_ratio_4,native,F6,563755,86840,0.5065577661935007,0.5972943481105942,,
velocity_x_phase,native,F6,563755,86840,0.5003913903199133,0.5972935902866034,,
vol_24,native,F6,563755,86840,0.48563748050128663,0.597352759077459,,
vol_48,native,F6,563755,86840,0.48671335907340346,0.5973342815919522,,
vol_6,native,F6,563755,86840,0.4923678183745471,0.597343166109252,,
vol_ratio,native,F6,563755,86840,0.5026151372189124,0.5973148669349201,,
vol_trend,native,F6,563755,86840,0.5040340709986164,0.5973045938423395,,
vol_z_1,native,F6,563755,86840,0.5148519571547121,0.5970570811766807,,
vol_z_6,native,F6,563755,86840,0.5065640515047471,0.5972543895060591,,
volume_5min,native,F6,563755,86840,0.5,0.5973177009965499,,
volume_trend,native,F6,562211,86640,0.5,0.5968900433947254,,
alternation_rate_6,contract,F6,571731,94100,0.5174138449272073,0.6935160977423879,,
bb_position,contract,F6,571731,94100,0.5439287647973388,0.6914302159634661,,
bb_width,contract,F6,571731,94100,0.5141993068124444,0.6934272546878988,,
body_to_range,contract,F6,571731,94100,0.4947856385081955,0.6940735399862087,,
consec_balance,contract,F6,571731,94100,0.5077688472430232,0.6936721330067732,,
consec_down,contract,F6,571731,94100,0.509562459909685,0.6935274118893285,,
consec_up,contract,F6,571731,94100,0.5097201245156258,0.6934178033551767,,
consecutive_down,contract,F6,571731,94100,0.5135871054950671,0.6934346510586274,,
consecutive_up,contract,F6,571731,94100,0.506431591947425,0.6936050948233196,,
cvd_1,contract,F6,571731,94100,0.5264538563919237,0.6931627258559432,,
cvd_6,contract,F6,571731,94100,0.4711250186897713,0.6938557454041329,,
cvd_trend,contract,F6,571731,94100,0.4821757517380265,0.6937385331711957,,
day_of_week,contract,F6,571731,94100,0.5183582097813682,0.6932522075609335,,
dev_sq_x_phase,contract,F6,571731,94100,0.498901922455553,0.6935647674334923,,
deviation_x_time,contract,F6,571731,94100,0.5,0.6936842561917083,,
direction_lag_1,contract,F6,571731,94100,0.5074685635466655,0.6936433783397874,,
direction_lag_2,contract,F6,571731,94100,0.5099902720032774,0.6935938691056751,,
direction_lag_3,contract,F6,571731,94100,0.49084054513176767,0.6947408793733173,,
dist_to_high_24,contract,F6,571731,94100,0.551134556560837,0.69270054471173,,
dist_to_high_96,contract,F6,571731,94100,0.5412114341439973,0.692502125979551,,
dist_to_low_24,contract,F6,571731,94100,0.4665138742603381,0.6937199487254196,,
dist_to_low_96,contract,F6,571731,94100,0.46881731589669207,0.6942192493465431,,
dow,contract,F6,571731,94100,0.5183582097813682,0.6932522075609335,,
dow_cos,contract,F6,571731,94100,0.5018111739000847,0.6948474596694504,,
dow_sin,contract,F6,571731,94100,0.5130883012293154,0.6935822779164647,,
ema_ratio_9_21,contract,F6,571731,94100,0.5443189140843625,0.693518459789232,,
funding_extreme,contract,F6,0,0,,,,
funding_rate,contract,F6,0,0,,,,
funding_rate_ma3,contract,F6,0,0,,,,
high_price_final,contract,F6,571731,94100,0.498939670647896,0.6936800393733931,,
hour_cos,contract,F6,571731,94100,0.507352741584234,0.6941875204085587,,
hour_of_day,contract,F6,571731,94100,0.5336753293205971,0.6922344603895477,,
hour_sin,contract,F6,571731,94100,0.5152027986044925,0.693338186218032,,
hour_utc,contract,F6,571731,94100,0.5336753293205971,0.6922344603895477,,
is_final_phase,contract,F6,571731,94100,0.5,0.6936842561917083,,
log_moneyness,contract,F6,0,0,,,,
log_time_left,contract,F6,571731,94100,0.5,0.6936842561917083,,
mid_price,contract,F6,571731,94100,0.7940993235587182,0.5370360541745871,,
pm_best_ask,contract,F6,571731,94100,0.7876972405282143,0.5508600266504962,,
pm_best_bid,contract,F6,571731,94100,0.7873836206130325,0.5520954890814592,,
pm_momentum_5m,contract,F6,571731,94100,0.6210903927705671,0.6779364488395228,,
pm_quote_pressure,contract,F6,571731,94100,0.7940973181224688,0.5370360541745871,,
pm_spread_pct,contract,F6,571731,94100,0.6915933125764161,0.7191729458660394,,
pm_volume_5m,contract,F6,571731,94100,0.5,0.6936842561917083,,
price_deviation,contract,F6,571731,94100,0.498939670647896,0.6936800393733931,,
price_deviation_sq,contract,F6,571731,94100,0.498901922455553,0.6935647674334923,,
price_distance_from_max,contract,F6,571731,94100,0.7478029223833248,0.5850833344232682,,
price_momentum,contract,F6,570176,93860,0.6866945818684991,0.6470377195279478,,
price_velocity,contract,F6,571731,94100,0.6210903927705671,0.6779364488395228,,
price_velocity_lag1,contract,F6,571731,94100,0.6131648596955689,0.6796286261651624,,
range_1,contract,F6,571731,94100,0.4594776103040581,0.69441256953611,,
range_avg_24,contract,F6,571731,94100,0.49194410430737723,0.6936832869258256,,
ret_1,contract,F6,571731,94100,0.5159430264027867,0.693495914173423,,
ret_12,contract,F6,571731,94100,0.5315666241729831,0.693238533906028,,
ret_24,contract,F6,571731,94100,0.5387738358702796,0.6936387458900745,,
ret_3,contract,F6,571731,94100,0.5172738418490909,0.6933540599290278,,
ret_48,contract,F6,571731,94100,0.5468495044685845,0.6929089555522341,,
ret_6,contract,F6,571731,94100,0.5630404907075077,0.6921489389849824,,
rsi_14,contract,F6,571731,94100,0.5411570872282401,0.6926205863178055,,
signed_body_pct,contract,F6,571731,94100,0.5151366124316168,0.6934987149973186,,
signed_trend_efficiency_6,contract,F6,571731,94100,0.5639013046781831,0.6904089483139273,,
spread,contract,F6,571731,94100,0.5130557319778247,0.693724516909478,,
spread_pct,contract,F6,571731,94100,0.6915933125764161,0.7191765914244694,,
spread_trend,contract,F6,568678,93639,0.5094151052776218,0.6935817123629461,,
strike_gap_pct,contract,F6,0,0,,,,
taker_buy_ratio,contract,F6,571731,94100,0.5264538563919237,0.6931627258559437,,
time_left_min,contract,F6,571731,94100,0.5,0.6936842561917083,,
time_phase,contract,F6,571731,94100,0.5,0.6936842561917083,,
up_ratio_4,contract,F6,571731,94100,0.5192620708319216,0.6934015075294768,,
velocity_x_phase,contract,F6,571731,94100,0.6210903927705671,0.6779364488395228,,
vol_24,contract,F6,571731,94100,0.4963454581487917,0.6936605006258172,,
vol_48,contract,F6,571731,94100,0.49147112810884164,0.6937121615187206,,
vol_6,contract,F6,571731,94100,0.5061244152698612,0.6936461895273927,,
vol_ratio,contract,F6,571731,94100,0.4861654359149144,0.6938698661686896,,
