n,days,win_rate,gross_pnl,net_pnl,scenario_net_pnl,expectancy,avg_win,avg_loss,payoff,max_drawdown,median,top5_share,asset,entry_policy,entry_time,variant,price_bin,status,exp_ci95
88,23,0.6932,6.4541,6.4541,4.6941,0.073342,0.5484,-1.0,0.5484,5.091,0.4925,0.5038,XRP,GRID,5,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.087035, 0.22277]"
97,23,0.701,-6.8058,-6.8058,-8.7458,-0.070163,0.3264,-1.0,0.3264,8.2211,0.2987,-0.3089,XRP,GRID,5,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.175037, 0.030075]"
123,25,0.813,-5.5235,-5.5235,-7.9835,-0.044906,0.1748,-1.0,0.1748,6.4153,0.1628,-0.2263,XRP,GRID,5,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.120631, 0.02584]"
301,24,0.9435,-6.358,-6.358,-12.378,-0.021123,0.0375,-1.0,0.0375,10.0603,0.0204,-0.0874,XRP,GRID,5,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.050359, 0.005839]"
16,10,0.0,-16.0,-16.0,-16.32,-1.0,0.0,-1.0,0.0,16.0,-1.0,0.3125,XRP,GRID,5,YES_OUTSIDER,,OK,"[-1.0, -1.0]"
163,25,0.0123,-88.0,-88.0,-91.26,-0.539877,36.5,-1.0,36.5,88.0,-1.0,-0.7955,XRP,GRID,5,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, 0.215278]"
116,24,0.0603,-16.9921,-16.9921,-19.3121,-0.146483,13.144,-1.0,13.144,45.0,-1.0,-4.2247,XRP,GRID,5,YES_OUTSIDER,"[0.05,0.10)",OK,"[-0.764595, 0.710587]"
81,22,0.037,-54.9744,-54.9744,-56.5944,-0.678696,7.6752,-1.0,7.6752,59.6667,-1.0,-0.3825,XRP,GRID,5,YES_OUTSIDER,"[0.10,0.15)",OK,"[-1.0, -0.316239]"
57,20,0.0526,-40.2237,-40.2237,-41.3637,-0.705679,4.5921,-1.0,4.5921,46.7368,-1.0,-0.2928,XRP,GRID,5,YES_OUTSIDER,"[0.15,0.20)",OK,"[-1.0, -0.361455]"
41,17,0.1463,-13.8355,-13.8355,-14.6555,-0.337451,3.5274,-1.0,3.5274,19.3593,-1.0,-1.3008,XRP,GRID,5,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.786325, 0.16219]"
43,20,0.2791,-0.0962,-0.0962,-0.9562,-0.002237,2.5753,-1.0,2.5753,10.9409,-1.0,-139.2719,XRP,GRID,5,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.359037, 0.449659]"
44,19,0.2045,-16.2304,-16.2304,-17.1104,-0.368873,2.0855,-1.0,2.0855,16.2304,-1.0,-0.6671,XRP,GRID,5,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.658572, -0.082114]"
38,20,0.3684,-0.4193,-0.4193,-1.1793,-0.011033,1.6843,-1.0,1.6843,6.3684,-1.0,-21.0323,XRP,GRID,5,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.357587, 0.40736]"
81,21,0.4321,-3.0612,-3.0612,-4.6812,-0.037792,1.2268,-1.0,1.2268,11.9161,-1.0,-2.4102,XRP,GRID,5,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.242784, 0.164158]"
23,12,0.5652,2.4599,2.4599,1.9999,0.106954,0.9585,-1.0,0.9585,3.0,0.9231,2.0166,XRP,GRID,5,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.196749, 0.521605]"
2,1,0.0,-2.0,-2.0,-2.04,-1.0,0.0,-1.0,0.0,2.0,-1.0,1.0,XRP,GRID,5,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
4,4,1.0,0.009,0.009,-0.071,0.002258,0.0023,0.0,,0.0,0.0015,1.0,XRP,GRID,8,YES_FAVORITE,,INSUFFICIENT_SAMPLE,
103,23,0.5243,-4.9695,-4.9695,-7.0295,-0.048247,0.8154,-1.0,0.8154,13.0854,0.6949,-0.9667,XRP,GRID,8,YES_FAVORITE,"[0.50,0.60)",OK,"[-0.24122, 0.138889]"
125,22,0.616,-6.392,-6.392,-8.892,-0.051136,0.5404,-1.0,0.5404,13.8808,0.4706,-0.5215,XRP,GRID,8,YES_FAVORITE,"[0.60,0.70)",OK,"[-0.155363, 0.051261]"
155,23,0.6516,-20.2149,-20.2149,-23.3149,-0.130419,0.3345,-1.0,0.3345,22.0614,0.2821,-0.106,XRP,GRID,8,YES_FAVORITE,"[0.70,0.80)",OK,"[-0.226944, -0.02748]"
181,23,0.8343,-2.5929,-2.5929,-6.2129,-0.014325,0.1815,-1.0,0.1815,5.0414,0.1628,-0.4821,XRP,GRID,8,YES_FAVORITE,"[0.80,0.90)",OK,"[-0.07774, 0.051342]"
191,24,0.9529,1.2641,1.2641,-2.5559,0.006619,0.0564,-1.0,0.0564,3.1683,0.0526,0.4395,XRP,GRID,8,YES_FAVORITE,"[0.90,0.99]",OK,"[-0.024466, 0.035708]"
1,1,0.0,-1.0,-1.0,-1.02,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,XRP,GRID,8,YES_OUTSIDER,,INSUFFICIENT_SAMPLE,
38,20,0.0263,-4.6667,-4.6667,-5.4267,-0.122807,32.3333,-1.0,32.3333,21.0,-1.0,-6.0714,XRP,GRID,8,YES_OUTSIDER,"[0.01,0.05)",OK,"[-1.0, 1.962963]"
77,21,0.013,-64.5,-64.5,-66.04,-0.837662,11.5,-1.0,11.5,73.0,-1.0,-0.1163,XRP,GRID,8,YES_OUTSIDER,"[0.05,0.10)",OK,"[-1.0, -0.493243]"
93,21,0.086,-24.7749,-24.7749,-26.6349,-0.266397,7.5281,-1.0,7.5281,38.7662,-1.0,-1.639,XRP,GRID,8,YES_OUTSIDER,"[0.10,0.15)",OK,"[-0.706439, 0.253949]"
88,22,0.1023,-35.3413,-35.3413,-37.1013,-0.401606,4.851,-1.0,4.851,41.3691,-1.0,-0.7363,XRP,GRID,8,YES_OUTSIDER,"[0.15,0.20)",OK,"[-0.729123, -0.004386]"
76,24,0.0921,-43.6543,-43.6543,-45.1743,-0.574399,3.6208,-1.0,3.6208,46.4762,-1.0,-0.4314,XRP,GRID,8,YES_OUTSIDER,"[0.20,0.25)",OK,"[-0.889771, -0.173076]"
57,23,0.1754,-20.1163,-20.1163,-21.2563,-0.352918,2.6884,-1.0,2.6884,24.5646,-1.0,-0.7156,XRP,GRID,8,YES_OUTSIDER,"[0.25,0.30)",OK,"[-0.725099, 0.099215]"
59,19,0.339,2.8443,2.8443,1.6643,0.048208,2.0922,-1.0,2.0922,10.5484,-1.0,3.9884,XRP,GRID,8,YES_OUTSIDER,"[0.30,0.35)",OK,"[-0.244972, 0.361737]"
66,21,0.3788,1.1833,1.1833,-0.1367,0.017928,1.6873,-1.0,1.6873,13.5788,-1.0,7.8476,XRP,GRID,8,YES_OUTSIDER,"[0.35,0.40)",OK,"[-0.248738, 0.288181]"
123,25,0.4797,11.0982,11.0982,8.6382,0.090229,1.2729,-1.0,1.2729,10.7273,-1.0,0.6758,XRP,GRID,8,YES_OUTSIDER,"[0.40,0.50)",OK,"[-0.131459, 0.304412]"
21,13,0.5714,2.5761,2.5761,2.1561,0.122671,0.9647,-1.0,0.9647,3.0392,0.9231,1.9409,XRP,GRID,8,YES_OUTSIDER,"[0.50,0.60)",OK,"[-0.305563, 0.515761]"
1,1,1.0,0.6393,0.6393,0.6193,0.639344,0.6393,0.0,,0.0,0.6393,1.0,XRP,GRID,8,YES_OUTSIDER,"[0.60,0.70)",INSUFFICIENT_SAMPLE,
2,1,0.0,-2.0,-2.0,-2.04,-1.0,0.0,-1.0,0.0,2.0,-1.0,1.0,XRP,GRID,8,YES_OUTSIDER,"[0.90,0.99]",INSUFFICIENT_SAMPLE,
