market_id,trading_mode,final_action,p_flip,fresh_price,candidate_side,lgbm_vote,true_winner
3201817,COMBINED,SKIP,0.45397148580685676,0,,,NO
3201815,COMBINED,SKIP,0.4951484885054755,0,,,NO
3201812,COMBINED,BUY_YES,0.5549202178981458,0.25,,,NO
3201815,COMBINED,SKIP,0.49256220089047137,0,,,NO
3201821,COMBINED,BUY_YES,0.8052273424306514,0.21000000000000002,,,NO
3201815,COMBINED,SKIP,0.49153415711155934,0,,,NO
3201815,COMBINED,SKIP,0.49936939909076633,0,,,NO
3201815,COMBINED,SKIP,0.36500839898596243,0,,,NO
3201817,COMBINED,SKIP,0.4714397315709723,0,,,NO
3201815,COMBINED,SKIP,0.28207423367791895,0,,,NO
3201815,COMBINED,SKIP,0.34740636260419333,0,,,NO
3201815,COMBINED,SKIP,0.3166501947317205,0,,,NO
3201815,COMBINED,SKIP,0.31068799840992545,0,,,NO
3201815,COMBINED,SKIP,0.2987403175945792,0,,,NO
3201815,COMBINED,SKIP,0.28632203908975495,0,,,NO
3201815,COMBINED,SKIP,0.28817661737927497,0,,,NO
3201815,COMBINED,SKIP,0.3471179956484762,0,,,NO
3201815,COMBINED,SKIP,0.3012580562954342,0,,,NO
3201815,COMBINED,SKIP,0.30761891896548327,0,,,NO
3201815,COMBINED,SKIP,0.4679096046377647,0,,,NO
3201815,COMBINED,BUY_YES,0.4815517189787331,0.24,,,NO
3214995,COMBINED,SKIP,0.5433677069098449,0,,,NO
3214995,COMBINED,SKIP,0.2924387379008262,0,,,NO
3201815,COMBINED,SKIP,0.29285451088013464,0,,,NO
3201815,COMBINED,SKIP,0.30494141275096653,0,,,NO
3201815,COMBINED,SKIP,0.31325602412032605,0,,,NO
3201815,COMBINED,SKIP,0.3382768936922544,0,,,NO
3201815,COMBINED,SKIP,0.3320830846965603,0,,,NO
3201815,COMBINED,SKIP,0.30083905088337626,0,,,NO
3201815,COMBINED,SKIP,0.3013750123920343,0,,,NO
3201815,COMBINED,SKIP,0.30100292160425257,0,,,NO
3214995,COMBINED,SKIP,0.3323487052764195,0,,,NO
3214995,COMBINED,SKIP,0.3039602755599931,0,,,NO
3214995,COMBINED,SKIP,0.31137658614171126,0,,,NO
3214995,COMBINED,SKIP,0.31466423507886326,0,,,NO
3215634,COMBINED,SKIP,0.5395172215956785,0,,,NO
3215634,COMBINED,SKIP,0.5355984716672583,0,,,NO
3215634,COMBINED,SKIP,0.5369797359165027,0,,,NO
3215639,COMBINED,SKIP,0.4562542098565248,0,,,NO
3215637,COMBINED,SKIP,0.43714961442413064,0,,,NO
3201849,COMBINED,SKIP,0.46487864137219,0,,,YES
3201859,COMBINED,SKIP,0.5347231392462898,0,,,YES
3201856,COMBINED,SKIP,0.4520079432490413,0,,,YES
3201859,COMBINED,SKIP,0.5463025577822246,0,,,YES
3201856,COMBINED,SKIP,0.447148360883095,0,,,YES
3201859,COMBINED,SKIP,0.5459564087802022,0,,,YES
3201856,COMBINED,SKIP,0.436528233633881,0,,,YES
3201859,COMBINED,SKIP,0.5375334031815853,0,,,YES
3201859,COMBINED,SKIP,0.5491119002005104,0,,,YES
3201859,COMBINED,SKIP,0.551525583651637,0,,,YES
3201859,COMBINED,SKIP,0.5435985505385287,0,,,YES
3201859,COMBINED,SKIP,0.5330794722009258,0,,,YES
3201858,COMBINED,SKIP,0.46408049020097897,0,,,YES
3201849,COMBINED,SKIP,0.4799005707777422,0,,,YES
3201858,COMBINED,SKIP,0.46566313481538874,0,,,YES
3201858,COMBINED,SKIP,0.46550717809864195,0,,,YES
3201858,COMBINED,SKIP,0.4661874918151127,0,,,YES
3201849,COMBINED,SKIP,0.46808249173630645,0,,,YES
3201856,COMBINED,SKIP,0.4311059556588957,0,,,YES
3201856,COMBINED,SKIP,0.33228304503281725,0,,,YES
3201856,COMBINED,SKIP,0.3323607081744961,0,,,YES
3201856,COMBINED,SKIP,0.33243792416402523,0,,,YES
3214995,COMBINED,SKIP,0.29031510692298035,0,,,NO
3214995,COMBINED,SKIP,0.30414205458058463,0,,,NO
3201856,COMBINED,SKIP,0.4273034963593656,0,,,YES
3201858,COMBINED,SKIP,0.4662807058832245,0,,,YES
3201858,COMBINED,SKIP,0.46620286655531046,0,,,YES
3201849,COMBINED,SKIP,0.46566278117541327,0,,,YES
3201856,COMBINED,SKIP,0.4274988834288309,0,,,YES
3201849,COMBINED,SKIP,0.4724213507180404,0,,,YES
3201859,COMBINED,SKIP,0.5414166020592126,0,,,YES
3201858,COMBINED,SKIP,0.46634233220617266,0,,,YES
3201849,COMBINED,SKIP,0.4651655292904112,0,,,YES
3201856,COMBINED,SKIP,0.4271708847141273,0,,,YES
3201849,COMBINED,SKIP,0.4606976208318878,0,,,YES
3201856,COMBINED,SKIP,0.431267056505567,0,,,YES
3201859,COMBINED,SKIP,0.5406498420372264,0,,,YES
3201858,COMBINED,SKIP,0.4618453701658752,0,,,YES
3201849,COMBINED,SKIP,0.4710272591488721,0,,,YES
3201858,COMBINED,SKIP,0.4623021105912686,0,,,YES
3201849,COMBINED,SKIP,0.4674682984233321,0,,,YES
3201858,COMBINED,SKIP,0.4605552843550586,0,,,YES
3201849,COMBINED,SKIP,0.4768963575402677,0,,,YES
3201849,COMBINED,SKIP,0.48178017488477426,0,,,YES
3201859,COMBINED,SKIP,0.5449072497812903,0,,,YES
3201856,COMBINED,SKIP,0.4362163747273058,0,,,YES
3201858,COMBINED,SKIP,0.46524459717479216,0,,,YES
3201856,COMBINED,SKIP,0.43605933311674105,0,,,YES
3201849,COMBINED,SKIP,0.46690448097634024,0,,,YES
3201858,COMBINED,SKIP,0.4657624866560803,0,,,YES
3201849,COMBINED,SKIP,0.4589194647529679,0,,,YES
3201858,COMBINED,SKIP,0.4656861007455719,0,,,YES
3201849,COMBINED,SKIP,0.45937073278312623,0,,,YES
3201856,COMBINED,SKIP,0.3302901382565572,0,,,YES
3201859,COMBINED,SKIP,0.5294508358330802,0,,,YES
3201859,COMBINED,SKIP,0.5259626385461047,0,,,YES
3201858,COMBINED,SKIP,0.4594193277655417,0,,,YES
3201849,COMBINED,SKIP,0.48327338059012864,0,,,YES
3201856,COMBINED,SKIP,0.4210448784642935,0,,,YES
3201858,COMBINED,SKIP,0.4616934924083882,0,,,YES
3201849,COMBINED,SKIP,0.4705240697767809,0,,,YES
3201859,COMBINED,SKIP,0.527285583308282,0,,,YES
3201859,COMBINED,SKIP,0.5268948164353878,0,,,YES
3201856,COMBINED,SKIP,0.41604652646163204,0,,,YES
3201858,COMBINED,SKIP,0.45912206646951853,0,,,YES
3201849,COMBINED,SKIP,0.4846014857377899,0,,,YES
3201859,COMBINED,SKIP,0.5316744915209083,0,,,YES
3201856,COMBINED,SKIP,0.42533065867348036,0,,,YES
3201858,COMBINED,SKIP,0.4585203069299481,0,,,YES
3201849,COMBINED,SKIP,0.5166708104317408,0,,,YES
3201859,COMBINED,SKIP,0.5369574437484842,0,,,YES
3201856,COMBINED,SKIP,0.42996836840995994,0,,,YES
3201858,COMBINED,SKIP,0.4890401235657044,0,,,YES
3201849,COMBINED,SKIP,0.5081758436549235,0,,,YES
3201859,COMBINED,SKIP,0.5365869095940188,0,,,YES
